id,target
300296,0.8177277
300297,0.416928
300298,0.29379696
300299,0.5568636
300300,0.7807195
300301,0.7327554
300302,0.17047936
300303,0.19901103
300304,0.5872747
300305,0.55597633
300306,0.25894812
300307,0.7058612
300308,0.19019371
300309,0.20780645
300310,0.4465019
300311,0.054434266
300312,0.22413734
300313,0.36370346
300314,0.20572689
300315,0.49194166
300316,0.2563014
300317,0.5775388
300318,0.0676011
300319,0.74776864
300320,0.7919856
300321,0.27785894
300322,0.7130509
300323,0.19174987
300324,0.4098757
300325,0.43506756
300326,0.117654674
300327,0.42535207
300328,0.15698597
300329,0.51868075
300330,0.13394895
300331,0.105588846
300332,0.29212758
300333,0.50180644
300334,0.23887123
300335,0.3250207
300336,0.8409783
300337,0.9072668
300338,0.5160604
300339,0.4091087
300340,0.819371
300341,0.40882993
300342,0.3160994
300343,0.11754119
300344,0.21551949
300345,0.31030396
300346,0.15624443
300347,0.31876254
300348,0.6342692
300349,0.7687967
300350,0.9070646
300351,0.27305847
300352,0.3612627
300353,0.47138727
300354,0.81518507
300355,0.39775515
300356,0.14389585
300357,0.8328432
300358,0.49102095
300359,0.75880855
300360,0.09005033
300361,0.83385
300362,0.4240896
300363,0.7476191
300364,0.009004906
300365,0.34123757
300366,0.24378212
300367,0.20685491
300368,0.3687948
300369,0.2437994
300370,0.36423916
300371,0.36402968
300372,0.61368436
300373,0.6808609
300374,0.78707755
300375,0.95578605
300376,0.894402
300377,0.09024603
300378,0.7898252
300379,0.090110525
300380,0.25338152
300381,0.43707594
300382,0.20762393
300383,0.37908307
300384,0.83210987
300385,0.35325423
300386,0.4009968
300387,0.40053976
300388,0.048109084
300389,0.7859751
300390,0.4737284
300391,0.13161276
300392,0.6303874
300393,0.16907951
300394,0.62591565
300395,0.638321
300396,0.54032516
300397,0.409634
300398,0.8561361
300399,0.47118354
300400,0.9418161
300401,0.80203545
300402,0.45880023
300403,0.6714857
300404,0.69122034
300405,0.8366312
300406,0.26389712
300407,0.055954337
300408,0.53204906
300409,0.80777216
300410,0.12043563
300411,0.101734415
300412,0.780406
300413,0.3683074
300414,0.4561792
300415,0.24306864
300416,0.17649914
300417,0.7867836
300418,0.0999157
300419,0.30388707
300420,0.38412982
300421,0.3303367
300422,0.033527683
300423,0.046861514
300424,0.10198126
300425,0.19956377
300426,0.21545629
300427,0.29396182
300428,0.28563425
300429,0.41260564
300430,0.447532
300431,0.16588822
300432,0.22557415
300433,0.4696886
300434,0.88549316
300435,0.28626782
300436,0.3833766
300437,0.08258044
300438,0.0223092
300439,0.4691102
300440,0.4167675
300441,0.35039762
300442,0.68249005
300443,0.2592066
300444,0.5459589
300445,0.058491345
300446,0.868452
300447,0.605689
300448,0.71246696
300449,0.7554096
300450,0.54465526
300451,0.78869426
300452,0.840361
300453,0.6742001
300454,0.31020257
300455,0.32252887
300456,0.46970657
300457,0.60508955
300458,0.8138238
300459,0.107552424
300460,0.7584966
300461,0.614658
300462,0.2584676
300463,0.14164886
300464,0.537562
300465,0.18539235
300466,0.250151
300467,0.5637026
300468,0.10351426
300469,0.1221555
300470,0.5396902
300471,0.8843394
300472,0.7707319
300473,0.73037225
300474,0.7553259
300475,0.3939739
300476,0.5735143
300477,0.3342865
300478,0.4019557
300479,0.025705455
300480,0.05811816
300481,0.64186746
300482,0.47336516
300483,0.4368425
300484,0.13503496
300485,0.03719357
300486,0.6713114
300487,0.6286863
300488,0.38360938
300489,0.113170564
300490,0.39976057
300491,0.06636294
300492,0.727105
300493,0.34358257
300494,0.46482646
300495,0.09391231
300496,0.028024383
300497,0.104426004
300498,0.79512924
300499,0.80431676
300500,0.2274447
300501,0.57940245
300502,0.13310015
300503,0.83219516
300504,0.32121375
300505,0.26921493
300506,0.91401213
300507,0.2159205
300508,0.2978011
300509,0.6128519
300510,0.67802465
300511,0.13480261
300512,0.07891488
300513,0.68680066
300514,0.4136666
300515,0.2644729
300516,0.21213065
300517,0.06741288
300518,0.4689044
300519,0.06998517
300520,0.38937914
300521,0.14547618
300522,0.61304605
300523,0.15582103
300524,0.63407516
300525,0.4604069
300526,0.80904204
300527,0.27126923
300528,0.6386294
300529,0.24033818
300530,0.7209259
300531,0.045699634
300532,0.65192175
300533,0.21049449
300534,0.6465836
300535,0.38920483
300536,0.43559444
300537,0.30757537
300538,0.74297404
300539,0.8887301
300540,0.14358066
300541,0.24369858
300542,0.12921943
300543,0.2819801
300544,0.08738137
300545,0.22870632
300546,0.28595152
300547,0.37736297
300548,0.72620314
300549,0.63495785
300550,0.15108149
300551,0.58307046
300552,0.5047975
300553,0.34971663
300554,0.1454657
300555,0.7446112
300556,0.32941404
300557,0.2346635
300558,0.28737423
300559,0.059031263
300560,0.49082255
300561,0.24179953
300562,0.2443454
300563,0.42098323
300564,0.24516761
300565,0.28727624
300566,0.8740219
300567,0.054622073
300568,0.2755439
300569,0.08888298
300570,0.77617466
300571,0.3218637
300572,0.36760566
300573,0.067584366
300574,0.45302472
300575,0.5711592
300576,0.4390178
300577,0.2181985
300578,0.24543664
300579,0.080941394
300580,0.28973988
300581,0.76405066
300582,0.29301795
300583,0.6835596
300584,0.14150085
300585,0.4133297
300586,0.1897703
300587,0.73985046
300588,0.69819456
300589,0.493688
300590,0.5426165
300591,0.3877932
300592,0.62404764
300593,0.32120088
300594,0.8454067
300595,0.4319576
300596,0.7417299
300597,0.8509537
300598,0.056392495
300599,0.785151
300600,0.7146507
300601,0.43125662
300602,0.46459988
300603,0.14586167
300604,0.41544595
300605,0.39466754
300606,0.23641065
300607,0.15450613
300608,0.70726055
300609,0.70108724
300610,0.41021115
300611,0.36074805
300612,0.5332897
300613,0.43566474
300614,0.4870388
300615,0.088968575
300616,0.40051222
300617,0.62657636
300618,0.32326645
300619,0.48289135
300620,0.7736533
300621,0.68402606
300622,0.93645746
300623,0.35514286
300624,0.72424674
300625,0.15514337
300626,0.66723907
300627,0.5861239
300628,0.06841814
300629,0.5675786
300630,0.20953521
300631,0.18249232
300632,0.0611614
300633,0.20787491
300634,0.5017446
300635,0.15849708
300636,0.29371798
300637,0.16471282
300638,0.2857393
300639,0.13429461
300640,0.349874
300641,0.043158386
300642,0.8819763
300643,0.53879625
300644,0.60747504
300645,0.07835904
300646,0.24865597
300647,0.38118514
300648,0.7517386
300649,0.17870037
300650,0.22639668
300651,0.05127901
300652,0.26471546
300653,0.7548303
300654,0.10480536
300655,0.21053162
300656,0.2205005
300657,0.3618188
300658,0.39446428
300659,0.3679201
300660,0.56306887
300661,0.34114695
300662,0.78257537
300663,0.12849106
300664,0.5100538
300665,0.33842576
300666,0.81039435
300667,0.43618107
300668,0.560442
300669,0.2492082
300670,0.18661872
300671,0.94490385
300672,0.8983914
300673,0.38322106
300674,0.074649625
300675,0.22358994
300676,0.01045484
300677,0.2511307
300678,0.104398444
300679,0.39628056
300680,0.5980769
300681,0.5637968
300682,0.8095867
300683,0.3910488
300684,0.80321854
300685,0.7990673
300686,0.49937332
300687,0.087858535
300688,0.43511635
300689,0.6313132
300690,0.31119695
300691,0.182866
300692,0.10127197
300693,0.2477543
300694,0.5929336
300695,0.24537736
300696,0.75553125
300697,0.37312108
300698,0.22363453
300699,0.7164625
300700,0.21231237
300701,0.17966053
300702,0.050808437
300703,0.3347097
300704,0.33064073
300705,0.49211708
300706,0.34017664
300707,0.47427434
300708,0.025736947
300709,0.4593609
300710,0.5797281
300711,0.6722379
300712,0.031960577
300713,0.47012612
300714,0.02088949
300715,0.22425543
300716,0.89594114
300717,0.17597534
300718,0.08883397
300719,0.49438557
300720,0.3963542
300721,0.029514987
300722,0.13360642
300723,0.5839236
300724,0.49544916
300725,0.26122215
300726,0.22589654
300727,0.42054197
300728,0.056257103
300729,0.5492372
300730,0.14207329
300731,0.4099366
300732,0.5323376
300733,0.55633247
300734,0.23098473
300735,0.23965572
300736,0.6006891
300737,0.8093409
300738,0.41952538
300739,0.6602614
300740,0.80355185
300741,0.43562022
300742,0.37690997
300743,0.44049495
300744,0.65448695
300745,0.32131326
300746,0.8745113
300747,0.015755327
300748,0.07749589
300749,0.577083
300750,0.6896886
300751,0.08120685
300752,0.3346871
300753,0.70388436
300754,0.051662423
300755,0.27758354
300756,0.3011618
300757,0.18378225
300758,0.13531584
300759,0.68268925
300760,0.09232924
300761,0.5026825
300762,0.20232816
300763,0.72536415
300764,0.2838711
300765,0.3052045
300766,0.1085138
300767,0.6542386
300768,0.24964158
300769,0.12818123
300770,0.5556869
300771,0.18946245
300772,0.73606807
300773,0.4984751
300774,0.04078987
300775,0.28385094
300776,0.76324934
300777,0.7408765
300778,0.34625357
300779,0.26830277
300780,0.16194302
300781,0.54376674
300782,0.30741256
300783,0.65733325
300784,0.33721069
300785,0.54895025
300786,0.0317373
300787,0.08676781
300788,0.24737865
300789,0.63242453
300790,0.41927174
300791,0.3508485
300792,0.20569049
300793,0.3537948
300794,0.42036587
300795,0.58486795
300796,0.3151695
300797,0.86913466
300798,0.08924798
300799,0.19464336
300800,0.4426837
300801,0.16713285
300802,0.14205611
300803,0.20268433
300804,0.35395455
300805,0.8827668
300806,0.061839156
300807,0.8321227
300808,0.5434113
300809,0.4144662
300810,0.07075097
300811,0.40100962
300812,0.13558982
300813,0.02214728
300814,0.2713013
300815,0.8289312
300816,0.5822797
300817,0.6425401
300818,0.59349734
300819,0.5305197
300820,0.37668258
300821,0.099695735
300822,0.05127336
300823,0.8402654
300824,0.32467318
300825,0.91716146
300826,0.75668246
300827,0.09677711
300828,0.04154106
300829,0.31418416
300830,0.5123929
300831,0.12885451
300832,0.167436
300833,0.5256678
300834,0.42417172
300835,0.1696112
300836,0.73191714
300837,0.39815307
300838,0.038150366
300839,0.24254425
300840,0.33387616
300841,0.16822055
300842,0.762689
300843,0.8788264
300844,0.57715446
300845,0.1289478
300846,0.82102334
300847,0.28852588
300848,0.35104772
300849,0.13914648
300850,0.85126996
300851,0.21237233
300852,0.17264743
300853,0.32033157
300854,0.46452573
300855,0.3025276
300856,0.35920975
300857,0.33810705
300858,0.11428524
300859,0.6073864
300860,0.19504203
300861,0.20628004
300862,0.42933244
300863,0.74105513
300864,0.45700538
300865,0.081760556
300866,0.8031485
300867,0.8237818
300868,0.40946642
300869,0.59240186
300870,0.19900379
300871,0.018260628
300872,0.971998
300873,0.22186881
300874,0.15514605
300875,0.83351076
300876,0.675927
300877,0.27462694
300878,0.82829046
300879,0.5702756
300880,0.0981557
300881,0.9242169
300882,0.32425928
300883,0.5334111
300884,0.61856246
300885,0.5558741
300886,0.33289424
300887,0.5673085
300888,0.396041
300889,0.5934273
300890,0.57848287
300891,0.678434
300892,0.37152952
300893,0.44423074
300894,0.37841558
300895,0.57208216
300896,0.43235496
300897,0.27831605
300898,0.3192224
300899,0.19643396
300900,0.44447958
300901,0.07785124
300902,0.8420853
300903,0.13900992
300904,0.52736104
300905,0.5468493
300906,0.7595671
300907,0.26800054
300908,0.9384834
300909,0.22869022
300910,0.37513947
300911,0.65115225
300912,0.33649582
300913,0.8567508
300914,0.7973536
300915,0.046945192
300916,0.20648134
300917,0.37531745
300918,0.69617915
300919,0.5593405
300920,0.32514778
300921,0.3617673
300922,0.9376212
300923,0.16604246
300924,0.37691236
300925,0.08960456
300926,0.75734437
300927,0.60967296
300928,0.857438
300929,0.5192466
300930,0.44341344
300931,0.7105048
300932,0.5793602
300933,0.25499147
300934,0.5082179
300935,0.5443122
300936,0.4462758
300937,0.5640104
300938,0.2570146
300939,0.55850637
300940,0.7996178
300941,0.10567394
300942,0.3350211
300943,0.5055019
300944,0.15717952
300945,0.631685
300946,0.14244393
300947,0.02355369
300948,0.5427634
300949,0.08150154
300950,0.12856188
300951,0.54412454
300952,0.42643246
300953,0.8161799
300954,0.44307557
300955,0.6866432
300956,0.6067036
300957,0.29879975
300958,0.27893725
300959,0.5594366
300960,0.3978022
300961,0.3583524
300962,0.47251958
300963,0.68902653
300964,0.044809017
300965,0.47234765
300966,0.8316079
300967,0.45305252
300968,0.18863091
300969,0.18196197
300970,0.25041488
300971,0.6911891
300972,0.10006253
300973,0.83178645
300974,0.31698155
300975,0.2742052
300976,0.6594652
300977,0.5191275
300978,0.72129977
300979,0.86397284
300980,0.4981008
300981,0.05392378
300982,0.25200877
300983,0.49568006
300984,0.091974676
300985,0.28740776
300986,0.4957663
300987,0.4903045
300988,0.11315848
300989,0.22277413
300990,0.12146669
300991,0.6293233
300992,0.59077847
300993,0.22197738
300994,0.33641368
300995,0.15255365
300996,0.68756485
300997,0.15637743
300998,0.8181246
300999,0.5884698
301000,0.14714688
301001,0.78744155
301002,0.4389723
301003,0.19665737
301004,0.3018432
301005,0.7829992
301006,0.29518113
301007,0.36982772
301008,0.089638405
301009,0.14310253
301010,0.33604756
301011,0.6071168
301012,0.8241149
301013,0.06939153
301014,0.40872994
301015,0.69981563
301016,0.6285663
301017,0.33551228
301018,0.24983893
301019,0.5565555
301020,0.0784902
301021,0.11674479
301022,0.46828645
301023,0.20966916
301024,0.10514708
301025,0.2487554
301026,0.2177321
301027,0.043655463
301028,0.49695155
301029,0.81823456
301030,0.5220471
301031,0.28747162
301032,0.5611964
301033,0.19531502
301034,0.07318544
301035,0.5847955
301036,0.36682892
301037,0.34842697
301038,0.2826732
301039,0.1602001
301040,0.4031558
301041,0.20103541
301042,0.1550286
301043,0.5892522
301044,0.41507778
301045,0.5726279
301046,0.28289735
301047,0.84563243
301048,0.6619728
301049,0.91979927
301050,0.79714185
301051,0.357318
301052,0.3169268
301053,0.6288035
301054,0.092326984
301055,0.84831023
301056,0.28181127
301057,0.5293013
301058,0.6668968
301059,0.4124196
301060,0.67837286
301061,0.7437395
301062,0.55269694
301063,0.35785306
301064,0.08405575
301065,0.5970083
301066,0.8563467
301067,0.5143262
301068,0.803557
301069,0.8440515
301070,0.40831253
301071,0.47310063
301072,0.4914041
301073,0.09544748
301074,0.48516592
301075,0.8015381
301076,0.21870229
301077,0.69744444
301078,0.41191486
301079,0.91512716
301080,0.32103884
301081,0.57597286
301082,0.063829914
301083,0.33839533
301084,0.59918404
301085,0.35945645
301086,0.22621982
301087,0.5196054
301088,0.53488237
301089,0.33684546
301090,0.8878181
301091,0.76792616
301092,0.858039
301093,0.0923127
301094,0.23412226
301095,0.12388043
301096,0.20864072
301097,0.96053743
301098,0.47555792
301099,0.033432797
301100,0.72028404
301101,0.54131943
301102,0.08726546
301103,0.13084587
301104,0.23349202
301105,0.5027966
301106,0.53525543
301107,0.28677377
301108,0.34828368
301109,0.23020527
301110,0.06362117
301111,0.80156326
301112,0.93824285
301113,0.53185576
301114,0.38313964
301115,0.606843
301116,0.4268705
301117,0.64722157
301118,0.006305479
301119,0.3648918
301120,0.29796264
301121,0.36603266
301122,0.38202646
301123,0.44867533
301124,0.7272439
301125,0.47061262
301126,0.059606638
301127,0.060325395
301128,0.14319152
301129,0.56325495
301130,0.043879252
301131,0.047978476
301132,0.389269
301133,0.15082318
301134,0.17724316
301135,0.662455
301136,0.3771625
301137,0.1502875
301138,0.3734698
301139,0.47747308
301140,0.10117696
301141,0.7361206
301142,0.6338053
301143,0.8778054
301144,0.535898
301145,0.84009236
301146,0.8122216
301147,0.2811485
301148,0.7893449
301149,0.23802742
301150,0.024828125
301151,0.62225324
301152,0.33405355
301153,0.4547912
301154,0.03754967
301155,0.1531636
301156,0.27895272
301157,0.07026381
301158,0.73965085
301159,0.4369084
301160,0.5653306
301161,0.20091562
301162,0.5127946
301163,0.85088533
301164,0.28796595
301165,0.2560105
301166,0.46267414
301167,0.070904784
301168,0.30976522
301169,0.15874146
301170,0.7627962
301171,0.4219923
301172,0.098960236
301173,0.47093084
301174,0.37658328
301175,0.09477027
301176,0.5872452
301177,0.8083198
301178,0.08234461
301179,0.48825604
301180,0.4720099
301181,0.25188035
301182,0.9391886
301183,0.062444728
301184,0.3697191
301185,0.25489572
301186,0.28480914
301187,0.6263452
301188,0.21274425
301189,0.077124946
301190,0.8216202
301191,0.23520988
301192,0.20239115
301193,0.14292355
301194,0.49992895
301195,0.80949116
301196,0.91985947
301197,0.2587551
301198,0.4398026
301199,0.52251357
301200,0.530388
301201,0.71324724
301202,0.44411907
301203,0.95799494
301204,0.09887085
301205,0.4819904
301206,0.2438766
301207,0.10413282
301208,0.21287818
301209,0.62212324
301210,0.30505618
301211,0.4386795
301212,0.29928178
301213,0.15814629
301214,0.94106317
301215,0.16080682
301216,0.86371744
301217,0.21293709
301218,0.8986973
301219,0.07666223
301220,0.52715
301221,0.8426248
301222,0.3253102
301223,0.3230548
301224,0.9229138
301225,0.25195578
301226,0.40815324
301227,0.105490915
301228,0.22379634
301229,0.36320913
301230,0.51279944
301231,0.44180807
301232,0.7010219
301233,0.7553031
301234,0.42282075
301235,0.53558284
301236,0.11696847
301237,0.2675749
301238,0.38210276
301239,0.19301388
301240,0.52370316
301241,0.4079367
301242,0.39053306
301243,0.5058288
301244,0.27680725
301245,0.4043326
301246,0.5626037
301247,0.01202861
301248,0.040213566
301249,0.779787
301250,0.11243939
301251,0.62474424
301252,0.17461959
301253,0.25880346
301254,0.1993397
301255,0.14299855
301256,0.91692436
301257,0.5006865
301258,0.7913841
301259,0.56566375
301260,0.79205614
301261,0.8556874
301262,0.25520366
301263,0.2533381
301264,0.22803347
301265,0.6318871
301266,0.6780146
301267,0.20033166
301268,0.24604358
301269,0.3482778
301270,0.029809466
301271,0.10481576
301272,0.048954923
301273,0.85504407
301274,0.1976321
301275,0.09330237
301276,0.41083464
301277,0.20141992
301278,0.1913071
301279,0.48669004
301280,0.044646904
301281,0.63312733
301282,0.7177742
301283,0.09917235
301284,0.5548677
301285,0.2569214
301286,0.22525325
301287,0.05713087
301288,0.053699467
301289,0.37181687
301290,0.54247403
301291,0.5618596
301292,0.38972074
301293,0.1920565
301294,0.737609
301295,0.55917263
301296,0.44928494
301297,0.6521424
301298,0.027934194
301299,0.6721023
301300,0.36852908
301301,0.34926885
301302,0.77875626
301303,0.51962197
301304,0.5244031
301305,0.45308158
301306,0.5649074
301307,0.49016482
301308,0.4675773
301309,0.27130342
301310,0.703923
301311,0.03923843
301312,0.5473148
301313,0.37827083
301314,0.18675189
301315,0.7030579
301316,0.43503204
301317,0.51650304
301318,0.41228095
301319,0.9087276
301320,0.24804929
301321,0.13627903
301322,0.23824997
301323,0.34816882
301324,0.15239798
301325,0.32060736
301326,0.40854847
301327,0.3500785
301328,0.63208354
301329,0.08824188
301330,0.27124554
301331,0.38862845
301332,0.6019624
301333,0.5671728
301334,0.31647286
301335,0.32695812
301336,0.27647626
301337,0.061868615
301338,0.31629688
301339,0.35522747
301340,0.7420551
301341,0.25536445
301342,0.43761614
301343,0.76647574
301344,0.532357
301345,0.4217382
301346,0.26673108
301347,0.729087
301348,0.7592855
301349,0.35931578
301350,0.93153214
301351,0.3134214
301352,0.26160505
301353,0.1975496
301354,0.32661265
301355,0.2441016
301356,0.5324521
301357,0.4684589
301358,0.550275
301359,0.32805684
301360,0.48469585
301361,0.20625089
301362,0.6290383
301363,0.4306664
301364,0.08085928
301365,0.39227808
301366,0.08767455
301367,0.31489623
301368,0.625225
301369,0.11244288
301370,0.3173267
301371,0.37217772
301372,0.9348879
301373,0.23235478
301374,0.36186215
301375,0.2265727
301376,0.69570124
301377,0.2384708
301378,0.3273997
301379,0.23091409
301380,0.74893785
301381,0.26588026
301382,0.236538
301383,0.20293784
301384,0.67702067
301385,0.20573774
301386,0.8487605
301387,0.735346
301388,0.104544416
301389,0.8858272
301390,0.44571644
301391,0.68632555
301392,0.43197802
301393,0.24982882
301394,0.5590756
301395,0.055301983
301396,0.1891188
301397,0.8404363
301398,0.14209086
301399,0.31329638
301400,0.06467673
301401,0.27852088
301402,0.33489317
301403,0.9501588
301404,0.8017738
301405,0.38150972
301406,0.18707047
301407,0.14635058
301408,0.84097433
301409,0.030507024
301410,0.58001596
301411,0.8615781
301412,0.53800035
301413,0.4003407
301414,0.86372066
301415,0.57624793
301416,0.4761385
301417,0.70448995
301418,0.54086876
301419,0.7152049
301420,0.11962292
301421,0.28215057
301422,0.12009407
301423,0.36714247
301424,0.65803486
301425,0.50605047
301426,0.58841974
301427,0.29069453
301428,0.09498851
301429,0.7026587
301430,0.05987348
301431,0.8273154
301432,0.0638269
301433,0.6543708
301434,0.11616534
301435,0.24035956
301436,0.87213093
301437,0.21688682
301438,0.22199842
301439,0.3014223
301440,0.51028603
301441,0.045596275
301442,0.35696876
301443,0.048392363
301444,0.6655044
301445,0.6621382
301446,0.5915171
301447,0.63369197
301448,0.6128256
301449,0.31526825
301450,0.3222475
301451,0.08245943
301452,0.27884775
301453,0.3459287
301454,0.49057513
301455,0.13223061
301456,0.19231124
301457,0.0151746115
301458,0.63621527
301459,0.0798409
301460,0.3447103
301461,0.51761574
301462,0.7748165
301463,0.34400162
301464,0.08411275
301465,0.1200681
301466,0.37070733
301467,0.089531764
301468,0.20917799
301469,0.62943995
301470,0.25872496
301471,0.4068167
301472,0.49340352
301473,0.45009056
301474,0.04265303
301475,0.62040335
301476,0.9010021
301477,0.45044145
301478,0.245056
301479,0.100746356
301480,0.5217915
301481,0.39360902
301482,0.33480033
301483,0.16082583
301484,0.52409613
301485,0.3823713
301486,0.2269475
301487,0.28097308
301488,0.61024237
301489,0.29819182
301490,0.945824
301491,0.1898148
301492,0.22126576
301493,0.02851814
301494,0.19454485
301495,0.43041167
301496,0.10290182
301497,0.46684745
301498,0.5846243
301499,0.30490258
301500,0.30499494
301501,0.65968275
301502,0.58251506
301503,0.5159345
301504,0.4133282
301505,0.9078148
301506,0.2145612
301507,0.9345283
301508,0.5175471
301509,0.1831496
301510,0.03160673
301511,0.7598547
301512,0.9244605
301513,0.91350585
301514,0.47029728
301515,0.7808472
301516,0.49411708
301517,0.6646703
301518,0.15430151
301519,0.41202632
301520,0.029290536
301521,0.55194616
301522,0.20465195
301523,0.41832668
301524,0.3975046
301525,0.49924368
301526,0.20729463
301527,0.3949844
301528,0.8769974
301529,0.96436167
301530,0.32889244
301531,0.3142774
301532,0.8374068
301533,0.029830538
301534,0.12242937
301535,0.08852105
301536,0.30821618
301537,0.34156868
301538,0.6326309
301539,0.16188069
301540,0.52439386
301541,0.94553566
301542,0.1265792
301543,0.7360115
301544,0.07968399
301545,0.11774163
301546,0.7619337
301547,0.65541506
301548,0.85003495
301549,0.28286573
301550,0.70177835
301551,0.37744454
301552,0.04823779
301553,0.4272735
301554,0.059457403
301555,0.20684513
301556,0.65719014
301557,0.031112326
301558,0.64198184
301559,0.5425887
301560,0.24311164
